,subset
55324,train
55325,train
55326,test
55327,val
55330,train
55331,train
55333,train
55334,train
55335,train
55337,train
55342,train
55343,train
55344,test
55345,train
55346,train
55348,train
55351,val
55352,test
55353,train
55354,test
55356,train
55357,train
55359,train
55360,train
55361,test
55362,test
55363,train
55365,train
55366,train
55367,train
55368,train
55369,train
55375,train
55376,train
55377,train
55378,train
55379,train
55381,val
55382,train
55383,train
55384,train
55388,test
55389,train
55390,train
55393,test
55395,train
55396,test
55397,train
55398,train
55399,train
55400,train
55401,train
55402,train
55403,train
55404,train
55405,train
55406,train
55407,train
55408,train
55409,train
55410,test
55411,train
55413,train
55414,train
55416,train
55418,train
55419,train
55420,train
55422,test
55423,test
55424,train
55425,train
55426,val
55428,train
55429,train
55430,train
55432,val
55433,train
55434,test
55435,train
55436,train
55437,train
55438,train
55441,train
55442,train
55443,train
55444,train
55445,train
55446,train
55447,val
55448,train
55449,train
55450,test
55451,test
55453,train
55454,train
55455,train
55456,test
55457,train
55458,train
55459,train
55460,test
55461,train
55462,train
55463,train
55464,train
55466,test
55467,train
55468,val
55469,val
55470,test
55471,train
55472,train
55473,train
55474,train
55475,train
55476,train
55477,test
55478,train
55479,test
55480,train
55481,train
55482,train
55483,train
55484,val
55485,test
55486,test
55487,test
55488,train
55489,train
55490,test
55491,train
55492,train
55493,train
55494,train
55495,test
55503,train
55504,train
55505,train
55511,val
55512,train
55534,test
55540,test
55541,train
55542,train
55543,test
55544,train
55545,train
55546,train
55547,train
55548,test
55549,train
55550,test
55552,train
55553,train
55554,val
55568,train
55569,test
55572,train
55574,train
55575,train
55576,test
55577,train
55578,train
55580,test
55581,train
55582,test
55583,train
55584,train
55585,train
55587,train
55588,train
55591,train
55593,train
55594,test
55595,train
55597,train
55598,val
55599,train
55600,train
55601,train
55602,train
55603,test
55604,train
55605,test
55606,train
55607,train
55610,train
55611,train
55612,train
55613,train
55614,train
55616,test
55617,train
55618,train
55619,train
55620,train
55621,train
55622,train
55623,train
55624,train
55626,train
55628,test
55631,train
55632,train
55633,test
55634,train
55635,test
55636,train
55637,train
55638,train
55639,val
55640,train
55641,val
55642,val
55644,test
55646,train
55647,val
55648,val
55650,train
55651,val
55652,train
55653,train
55654,val
55655,test
55656,val
55662,train
55665,test
55666,train
55669,test
55670,val
55671,train
55673,train
55674,train
55675,train
55676,val
55677,test
55678,train
55680,train
55682,train
55683,train
55684,train
55685,train
55686,train
55690,test
55692,test
55696,train
55697,train
55698,train
55699,val
55701,test
55702,train
55704,train
55708,test
55709,test
55710,val
55711,test
55712,test
55713,train
55714,test
55715,val
55716,val
55717,train
55718,train
55719,train
55720,train
55721,train
55722,test
55723,train
55724,train
55726,train
55727,train
55728,train
55731,train
55732,train
55733,train
55734,train
55735,train
55739,train
55740,train
55741,train
55743,train
55744,train
55745,val
55747,train
55748,test
55750,train
55753,train
55754,train
55755,train
55756,train
55757,val
55759,train
55760,train
55761,train
55762,train
55763,test
55764,train
55766,test
55767,train
55768,test
55769,train
55770,train
55771,train
55772,val
55773,train
55774,val
55775,test
55776,train
55777,val
55778,val
55779,train
55780,train
55781,val
55782,val
55783,train
55784,train
55785,train
55786,test
55787,train
55788,train
55789,train
55790,test
55791,train
55795,test
55796,train
55798,train
55799,train
55800,train
55801,train
55802,train
55803,test
55804,train
55807,test
55808,train
55810,val
55811,test
55812,train
55813,train
55814,test
55815,train
55816,train
55817,test
55818,test
55819,train
55820,train
55821,train
55822,test
55823,train
55824,train
55825,test
55826,train
55827,train
55828,train
55829,test
55831,test
55832,test
55833,train
55835,train
55836,test
55838,train
55839,train
55840,train
55841,train
55842,train
55843,train
55844,train
55845,test
55846,train
55847,train
55848,train
55849,train
55850,train
55856,test
55857,train
55859,train
55860,test
55861,train
55862,train
55864,train
55865,train
55866,train
55867,train
55868,test
55869,train
55870,train
55871,test
55872,train
55874,train
55875,test
55876,train
55877,test
55878,val
55879,train
55880,train
55881,test
55882,test
55883,train
55884,train
55885,train
55886,val
55887,test
55888,test
55889,train
55890,train
55891,train
55892,train
55893,train
55894,test
55895,train
55896,train
55897,train
55898,train
55900,test
55901,train
55902,val
55903,test
55904,test
55905,test
55906,val
55907,train
55908,test
55909,train
55910,train
55911,train
55912,train
55913,train
55914,val
55915,test
55916,val
55917,test
55918,train
55921,train
55922,train
55923,val
55925,train
55926,train
55927,train
55928,train
55930,train
55931,train
55934,test
55936,train
55938,test
55941,train
55942,train
55943,train
55944,train
55945,train
55948,train
55949,train
55950,train
55951,test
55953,test
55955,train
55958,train
55960,train
55962,test
55964,train
55972,test
55973,train
55974,train
55980,train
55981,train
55983,train
55986,train
55989,train
55992,train
55999,train
56000,test
56001,val
56006,train
56008,train
56010,train
56012,train
56014,test
56016,train
56017,train
56019,train
56020,train
56022,train
56032,train
56041,train
56045,train
56047,train
56050,train
56056,train
56058,train
56061,train
56066,train
56075,train
56076,test
56082,train
56084,train
56086,train
56087,val
56088,train
56090,test
56095,train
56096,test
56097,test
56098,train
56099,train
56100,test
56101,train
56102,train
56103,train
56106,train
56108,train
56109,test
56110,train
56112,train
56113,train
56115,train
56122,train
56124,train
56127,val
56132,train
56139,train
56140,train
56141,train
56146,train
56156,test
56161,train
56163,train
56165,train
56168,train
56170,train
56173,train
56174,train
56175,test
56177,train
56179,train
56180,train
56181,test
56183,train
56184,test
56185,test
56186,train
56188,train
56191,train
56195,val
56196,val
56200,val
56201,test
56202,train
56204,train
56206,train
56207,train
56208,train
56211,train
56212,train
56213,test
56214,train
56216,train
56217,train
56218,test
56219,val
56221,train
56224,train
56225,test
56226,test
56227,train
56230,train
56231,train
56232,train
56234,train
56235,test
56236,train
56239,train
56240,train
56241,train
56242,train
56243,train
56244,val
56245,test
56247,train
56248,test
56250,test
56252,train
56253,test
56254,train
56255,train
56256,train
56257,train
56258,train
56264,train
56265,test
56266,train
56267,train
56269,train
56270,train
56272,train
56273,train
56275,train
56276,train
56279,train
56282,test
56284,train
56286,test
56287,test
56288,train
56292,train
56294,train
56295,train
56298,test
56299,train
56302,train
56305,train
56307,train
56308,test
56309,train
56311,train
56313,train
56315,test
56317,test
56324,train
56325,train
56326,train
56329,train
56333,train
56334,val
56338,train
56339,train
56341,test
56345,test
56346,val
56347,train
56349,train
56350,train
56356,train
56357,train
56362,train
56364,test
56365,train
56371,train
56372,train
56373,val
56377,train
56380,train
56385,train
56389,test
56391,train
56393,test
56397,train
56399,test
56401,train
56404,train
56405,test
56406,test
56407,train
56410,train
56412,train
56414,test
56417,train
56421,val
56424,train
56426,train
56428,train
56433,train
56438,test
56440,train
56441,train
56444,train
56446,train
56447,train
56450,test
56451,test
56452,val
56454,train
56455,train
56456,test
56459,train
56460,val
56461,train
56463,train
56465,test
56466,val
56467,test
56468,train
56471,train
56475,train
56476,train
56477,train
56481,train
56482,test
56483,train
56484,test
56489,train
56491,val
56493,train
56494,test
56497,train
56500,train
56501,train
56502,test
56507,test
56510,train
56512,train
56513,test
56515,train
56517,train
56520,train
56523,val
56524,test
56526,train
56527,train
56528,test
56533,train
56535,train
56536,train
56537,test
56541,train
56543,train
56547,train
56548,test
56551,train
56559,test
56560,train
56561,val
56567,train
56569,train
56571,train
56572,train
56573,train
56576,train
56577,val
56578,train
56579,test
56581,test
56582,train
56584,train
56586,test
56588,train
56589,train
56592,train
56594,train
56596,train
56598,train
56599,val
56600,train
56603,train
56604,train
56610,train
56611,test
56612,train
56615,test
56617,train
56619,train
56621,train
56627,test
56633,train
56636,train
56637,train
56639,train
56641,train
56646,train
56648,train
56650,train
56652,train
56653,train
56657,val
56658,train
56660,test
56662,train
56667,test
56668,train
56679,test
56680,train
56683,train
56685,train
56687,train
56689,train
56693,val
56694,train
56695,train
56696,train
56697,test
56700,train
56701,train
56703,train
56705,train
56707,val
56708,train
56709,val
56710,test
56715,train
56717,train
56720,train
56723,train
56726,train
56727,train
56730,train
56733,train
56734,train
56736,train
56742,train
56743,val
56745,test
56749,train
56756,train
56757,train
56762,test
56764,train
56768,train
56769,val
56772,train
56773,test
56774,train
56775,train
56776,train
56779,test
56780,train
56781,train
56782,train
56783,train
56784,train
56785,train
56786,train
56787,train
56788,test
56789,train
56790,train
56791,train
56792,test
56793,train
56796,train
56804,val
56807,train
56808,train
56814,train
56815,test
56816,train
56818,test
56820,test
56822,train
56824,train
56825,val
56826,test
56827,train
56831,val
56833,train
56836,test
56839,test
56841,train
56842,train
56847,train
56852,train
56853,val
56856,train
56857,train
56859,test
56861,train
56865,train
56867,train
56870,train
56871,test
56872,train
56873,test
56876,train
56877,train
56878,train
56880,test
56882,train
56883,test
56885,train
56886,train
56889,test
56890,train
56891,train
56894,test
56895,train
56896,train
56900,train
56902,train
56903,train
56907,train
56917,train
56918,test
56926,test
56929,train
56932,train
56937,val
56941,test
56944,test
56946,test
56947,train
56949,train
56950,train
56953,train
56954,train
56955,train
56956,train
56957,train
56958,test
56959,val
56960,train
56961,train
56962,test
56963,val
56964,train
56965,train
56966,train
56967,train
56968,test
56970,test
56971,train
56972,test
56973,train
56975,val
56976,train
56977,train
56978,train
56979,train
56980,train
56981,test
56982,train
56984,test
56985,train
56986,train
56987,train
56991,train
56992,test
56993,val
56994,test
56995,train
56996,train
56997,train
56999,test
57000,train
57001,train
57002,test
57003,train
57004,val
57005,train
57006,train
57007,train
57009,test
57010,test
57011,train
57012,test
57013,train
57014,train
57015,train
57016,train
57017,train
57018,train
57019,test
57020,train
57021,train
57022,train
57023,test
57024,train
57026,train
57027,train
57028,train
57029,train
57030,train
57031,train
57032,train
57033,train
57034,test
57035,val
57037,train
57039,train
57040,train
57041,test
57042,train
57043,train
57045,train
57046,train
57047,test
57049,train
57050,train
57051,train
57052,test
57053,train
57054,test
57055,test
57056,train
57057,train
57058,test
57059,test
57060,train
57061,train
57062,train
57063,test
57064,test
57065,train
57066,train
57067,test
57068,train
57069,train
57070,train
57071,train
57072,train
57073,train
57074,train
57075,train
57076,train
57077,train
57078,train
57079,train
57080,train
57081,train
57082,test
57083,train
57084,val
57085,train
57086,train
57087,train
57088,test
57089,test
57090,val
57091,train
57092,val
57093,train
57094,train
57095,test
57096,test
57097,val
57098,train
57099,val
57100,train
57101,test
57102,train
57103,train
57104,test
57105,train
57106,train
57107,train
57108,test
57109,train
57110,train
57111,test
57112,test
57113,test
57114,train
57115,train
57116,train
57117,train
57118,train
57119,train
57120,train
57121,train
57122,val
57123,train
57124,train
57125,test
57126,train
57127,train
57128,val
57129,train
57130,test
57131,train
57132,train
57133,train
57134,train
57135,train
57136,train
57137,train
57138,train
57140,test
57141,train
57142,train
57143,train
57144,train
57145,train
57146,train
57147,test
57148,train
57149,train
57150,train
57151,train
57153,train
57154,test
57155,train
57157,train
57158,train
57159,train
57160,train
57161,test
57162,train
57163,train
57164,train
57166,train
57167,train
57168,train
57169,train
57170,val
57171,train
57173,train
57174,test
57175,train
57176,train
57177,val
57178,train
57179,test
57180,train
57181,test
57182,train
57183,train
57184,test
57185,test
57186,train
57187,val
57188,train
57189,train
57190,train
57191,train
57192,train
57193,train
57194,val
57195,train
57196,train
57197,train
57198,train
57199,test
57200,test
57202,train
57203,train
57204,train
57205,train
57206,val
57207,train
57208,train
57209,train
57210,train
57211,test
57212,val
57213,train
57214,val
57215,train
57216,train
57218,train
57219,test
57220,train
57221,train
57222,test
57223,test
57225,test
57226,test
57227,val
57228,train
57229,train
57230,test
57231,train
57232,train
57233,train
57234,val
57235,train
57236,train
57237,test
57238,train
57239,train
57240,train
57241,test
57242,train
57243,test
57244,train
57245,train
57246,train
57247,train
57248,test
57249,train
57250,train
57251,train
57252,train
57253,train
57254,train
57255,train
57256,train
57257,test
57258,train
57261,val
57262,train
57263,test
57265,test
57266,train
57268,val
57270,val
57271,train
57272,train
57273,train
57274,train
57275,train
57278,train
57279,train
57282,train
57285,test
57286,train
57288,test
57292,train
57295,train
57296,train
57297,train
57298,test
57299,train
57300,train
57301,train
57302,train
57303,train
57304,train
57305,train
57306,train
57307,train
57309,train
57310,test
57312,train
57313,train
57314,val
57315,val
57316,train
57318,test
57319,test
57320,train
57321,train
57322,train
57323,train
57326,test
57327,train
57328,train
57329,train
57330,train
57331,test
57333,train
57338,test
57341,val
57344,train
57345,train
57349,train
57350,train
57352,train
57354,train
57362,train
57364,train
57365,test
57366,train
57370,train
57371,val
57372,train
57376,train
57386,train
57390,val
57391,train
57392,test
57393,train
57399,test
57400,train
57401,test
57402,test
57403,val
57406,train
57408,test
57409,train
57410,train
57411,train
57412,test
57413,train
57414,train
57415,train
57416,train
57417,train
57418,train
57419,val
57420,test
57422,train
57423,train
57424,train
57425,train
57426,val
57427,val
57428,test
57429,train
57431,train
57432,val
57433,test
57434,train
57435,train
57436,train
57437,train
57438,train
57439,train
57440,train
57441,train
57443,test
57444,train
57445,test
57446,test
57448,train
57449,train
57451,train
57452,train
57454,test
57455,train
57456,train
57457,test
57458,train
57459,val
57460,train
57461,train
57462,train
57463,test
57464,train
57465,train
57467,train
57469,train
57470,train
57471,train
57473,test
57476,val
57477,val
57479,val
57480,train
57481,val
57482,test
57483,train
57484,train
57485,val
57486,val
57487,train
57488,train
57489,train
57490,train
57491,test
57492,train
57493,train
57494,train
57495,val
57496,train
57499,test
57500,train
57501,train
57502,train
57503,test
57504,train
57505,train
57506,train
57507,train
57510,val
57511,test
57512,train
57513,train
57514,test
57515,train
57516,train
57518,val
57519,val
57520,train
57524,train
57526,train
57528,train
57529,train
57530,train
57531,val
57533,test
57534,train
57541,train
57547,train
57548,test
57550,train
57558,test
57559,train
57561,train
57563,train
57565,train
57567,train
57568,train
57569,train
57570,test
57571,train
57572,test
57574,train
57575,train
57580,val
57582,test
57583,val
57585,train
57586,test
57589,val
57590,train
57593,train
57595,train
57596,train
57597,train
57599,val
57601,val
57605,val
57607,train
57610,train
57611,train
57612,test
57613,train
57614,test
57616,train
57617,train
57619,train
57622,train
57623,val
57626,train
57631,train
57638,train
57640,train
57642,train
57644,train
57645,train
57646,train
57649,train
57650,val
57652,test
57653,train
57654,train
57655,train
57656,train
57657,train
57658,train
57659,test
57660,train
57661,train
57664,train
57665,test
57666,train
57667,train
57668,train
57669,val
57670,train
57674,train
57676,train
57678,train
57679,train
57680,train
57681,train
57682,test
57685,train
57686,train
57687,test
57691,train
57692,train
57693,val
57694,val
57695,train
57700,test
57701,train
57702,train
57703,train
57704,test
57705,test
57706,train
57707,test
57708,train
57709,train
57710,val
57712,train
57713,test
57714,val
57716,test
57717,test
57718,train
57720,test
57721,train
57724,train
57725,train
57726,test
57729,train
57730,train
57731,train
57732,train
57735,train
57736,val
57737,train
57738,train
57740,train
57743,test
57745,train
57746,test
57747,train
57749,train
57750,train
57751,train
57755,val
57757,train
57758,train
57759,test
57760,train
57768,train
57769,train
57771,train
57774,train
57775,train
57776,val
57777,train
57778,train
57780,train
57781,train
57782,test
57783,train
57785,test
57786,train
57787,test
57793,train
57795,train
57796,val
57797,train
57798,train
57799,train
57802,train
57805,val
57806,train
57808,train
57811,train
57812,test
57813,train
57817,train
57818,train
57819,train
57820,train
57823,val
57825,test
57826,test
57827,train
57828,test
57829,train
57835,test
57836,val
57837,test
57838,train
57839,train
57840,test
57843,train
57845,train
57846,train
57847,test
57848,train
57851,train
57852,train
57853,train
57854,test
57855,test
57857,train
57858,test
57860,train
57861,train
57862,train
57863,train
57864,train
57865,train
57866,test
57869,train
57870,test
57871,val
57874,train
57875,train
57879,train
57881,train
57885,val
57886,train
57887,test
57888,test
57890,test
57891,train
57893,train
57894,test
57895,train
57896,test
57897,test
57898,val
57899,train
57904,train
57905,train
57906,train
57907,test
57908,val
57913,train
57915,val
57916,train
57917,test
57919,train
57920,train
57923,test
57928,test
57931,test
57932,train
57934,train
57935,train
57936,train
57937,train
57938,train
57939,train
57940,train
57941,train
57942,test
57945,train
57946,train
57947,train
57948,val
57949,train
57952,test
57953,train
57954,test
57955,train
57958,train
57959,val
57960,val
57961,train
57962,train
57963,test
57965,train
57967,test
57968,test
57971,test
57972,train
57973,test
57974,train
57975,train
57976,train
57977,train
57978,test
57982,test
57983,train
57984,test
57986,test
57987,train
57988,train
57989,train
57990,train
57991,val
57998,train
57999,train
58001,train
58003,test
58005,train
58008,test
58010,train
58011,train
58012,train
58013,train
58014,train
58015,train
58017,train
58018,train
58020,train
58021,val
58025,train
58028,train
58031,train
58032,train
58033,train
58035,train
58036,train
58038,val
58039,train
58040,train
58041,train
58044,test
58045,train
58047,train
58048,train
58050,train
58054,test
58055,test
58056,train
58057,test
58058,train
58060,train
58061,train
58062,train
58063,train
58064,train
58065,train
58066,train
58067,train
58068,train
58069,train
58070,test
58071,test
58072,train
58073,train
58074,train
58077,val
58078,train
58079,train
58080,train
58081,train
58082,train
58083,val
58088,test
58089,test
58090,test
58091,train
58092,val
58093,test
58094,train
58095,train
58097,train
58098,train
58100,train
58101,test
58103,train
58105,test
58106,test
58110,train
58111,test
58113,test
58117,train
58121,train
58123,test
58124,train
58129,train
58130,train
58132,train
58134,train
58135,train
58136,train
58140,train
58142,train
58147,train
58148,train
58150,train
58152,train
58153,train
58154,train
58157,val
58158,train
58159,train
58161,train
58165,train
58168,test
58169,test
58171,train
58174,test
58176,train
58179,train
58180,train
58182,train
58183,test
58185,train
58186,train
58188,test
58189,train
58191,train
58192,train
58194,train
58196,train
58197,train
58202,train
58203,test
58204,train
58205,train
58209,train
58210,train
58215,train
58216,test
58218,test
58220,train
58224,train
58227,test
58228,train
58229,train
58230,train
58234,train
58235,train
58236,test
58239,train
58240,val
58241,val
58243,train
58247,train
58248,test
58250,train
58251,train
58254,train
58255,test
58257,train
58261,test
58267,test
58268,test
58271,train
58272,train
58274,val
58275,train
58276,train
58281,val
58282,train
58283,train
58286,train
58287,train
58288,train
58291,train
58293,train
58294,train
58296,train
58297,train
58298,train
58300,train
58301,train
58302,train
58303,train
58304,train
58305,train
58306,train
58307,train
58308,val
58310,test
58313,test
58314,train
58320,train
58321,train
58322,test
58323,train
58324,train
58325,test
58326,test
58327,train
58329,train
58330,train
58332,test
58334,test
58335,train
58336,train
58337,train
58339,train
58340,test
58341,train
58342,train
58343,test
58345,train
58347,val
58348,train
58349,train
58350,train
58351,test
58353,test
58354,val
58355,train
58357,train
58359,train
58360,val
58363,test
58367,test
58374,test
58375,train
58376,train
58380,test
58382,train
58384,train
58385,train
58388,test
58391,train
58392,train
58393,train
58394,test
58396,val
58397,train
58398,train
58399,train
58400,train
58401,train
58402,val
58403,train
58404,train
58406,test
58407,train
58408,test
58409,train
58410,train
58411,train
58412,test
58414,test
58415,train
58417,train
58420,train
58421,train
58422,train
58423,train
58424,test
58425,train
58426,train
58429,train
58431,val
58432,test
58433,train
58434,train
58436,train
58437,val
58440,val
58442,train
58443,train
58444,train
58446,train
58447,train
58448,test
58453,train
58455,train
58456,val
58457,train
58460,train
58461,train
58466,train
58467,train
58468,val
58469,train
58470,train
58471,train
58472,train
58473,train
58474,val
58475,train
58477,train
58478,train
58479,train
58482,train
58483,train
58484,test
58485,train
58486,train
58487,test
58488,train
58489,test
58490,train
58492,train
58493,test
58494,val
58495,val
58496,train
58497,train
58498,test
58499,train
58500,val
58501,val
58502,train
58503,test
58504,test
58505,train
58506,train
58507,test
58508,train
58509,train
58510,train
58511,test
58512,train
58513,train
58514,train
58515,train
58516,train
58518,val
58519,val
58521,val
58523,val
58525,train
58526,test
58528,test
58530,train
58531,train
58532,test
58533,train
58534,train
58535,train
58536,train
58538,test
58539,train
58542,test
58543,train
58544,test
58545,test
58546,test
58547,val
58549,train
58550,test
58552,train
58553,train
58554,train
58555,train
58556,train
58557,train
58558,train
58559,test
58561,train
58562,val
58563,train
58565,val
58566,train
58567,val
58568,train
58572,train
58573,train
58574,test
58575,val
58576,train
58577,train
58578,train
58582,train
58583,test
58584,train
58585,train
58586,train
58587,train
58588,test
58589,train
58590,test
58592,test
58594,test
58595,train
58599,train
58600,train
58601,train
58602,train
58603,train
58605,train
58606,train
58607,train
58608,train
58609,train
58610,train
58611,test
58612,train
58613,test
58614,val
58617,train
58618,test
58620,train
58623,train
58624,train
58625,train
58626,train
58630,train
58631,train
58633,train
58634,train
58636,train
58637,test
58638,train
58639,train
58640,test
58641,train
58642,train
58643,train
58644,train
58645,train
58646,train
58647,train
58648,train
58649,train
58651,train
58652,test
58653,train
58654,train
58655,train
58656,train
58657,train
58658,train
58660,test
58662,test
58663,train
58664,train
58665,val
58667,train
58668,test
58670,test
58671,train
58672,train
58674,train
58676,test
58677,train
58678,train
58679,train
58680,train
58681,train
58682,train
58683,train
58684,test
58685,test
58686,train
58687,train
58688,val
58689,val
58690,train
58691,train
58694,train
58695,val
58696,train
58697,test
58699,train
58700,val
58701,train
58702,test
58703,train
58704,train
58705,train
58706,test
58707,train
58709,train
58710,train
58711,train
58712,test
58713,train
58714,train
58717,val
58718,train
58722,train
58723,train
58724,train
58726,train
58727,train
58729,test
58730,train
58736,train
58740,test
58742,test
58743,train
58744,train
58745,train
58746,val
58748,train
58749,test
58750,train
58751,train
58752,train
58753,test
58754,train
58756,test
58757,train
58758,val
58759,train
58760,train
58763,test
58767,train
58768,train
58769,train
58771,test
58772,train
58773,train
58774,train
58775,train
58776,val
58777,train
58781,train
58785,test
58787,train
58788,train
58789,train
58790,train
58791,train
58792,train
58793,train
58794,train
58796,train
58798,train
58803,train
58805,train
58806,val
58809,train
58810,test
58811,train
58812,test
58816,train
58817,test
58818,test
58820,train
58822,train
58823,train
58824,train
58825,train
58826,train
58829,val
58834,train
58836,train
58837,val
58838,train
58839,train
58840,val
58843,train
58847,train
58849,train
58850,train
58854,train
58857,train
58858,train
58860,train
58861,train
58862,train
58863,train
58866,train
58869,train
58870,val
58873,train
58877,train
58878,train
58879,test
58883,train
58884,train
58885,test
58887,val
58889,train
58890,train
58891,test
58892,train
58893,train
58895,train
58897,val
58898,train
58900,train
58901,train
58905,train
58906,train
58908,train
58909,train
58916,train
58917,train
58918,train
58919,test
58920,test
58921,test
58923,train
58924,train
58925,test
58926,train
58928,test
58929,train
58930,train
58931,train
58932,train
58933,train
58934,train
58935,train
58936,val
58938,train
58939,train
58940,test
58942,train
58943,train
58944,train
58946,train
58947,test
58948,train
58950,train
58951,train
58952,train
58955,train
58957,test
58959,train
58963,train
58965,test
58966,train
58967,train
58968,train
58970,train
58972,val
58977,test
58978,train
58979,train
58980,test
58982,train
58983,train
58984,train
58985,train
58986,train
58987,train
58989,train
58990,train
58992,test
58994,train
58995,test
58996,train
58997,train
58998,test
58999,test
59000,train
59001,val
59002,train
59003,test
59004,train
59005,train
59006,train
59007,train
59008,train
59009,train
59010,test
59014,train
59015,test
59016,train
59017,train
59018,train
59019,test
59020,train
59022,test
59024,train
59025,train
59026,train
59027,train
59029,train
59030,train
59031,train
59033,test
59034,train
59035,train
59037,train
59044,train
59046,val
59051,train
59052,val
59053,train
59056,train
59071,train
59082,train
59083,train
59091,test
59095,train
59096,train
59098,train
59100,train
59102,test
59110,train
59112,val
59114,train
59117,train
59129,train
59133,test
59135,test
59136,test
59140,train
59141,test
59145,train
59146,train
59148,train
59150,val
59151,test
59152,test
59153,train
59154,test
59155,train
59158,train
59159,train
59162,train
59164,train
59165,train
59168,train
59170,train
59171,train
59173,train
59174,train
59175,train
59176,val
59179,train
59181,train
59185,train
59187,test
59188,val
59189,test
59191,train
59192,train
59194,test
59195,train
59196,train
59197,test
59201,train
59202,train
59203,val
59204,train
59205,train
59208,test
59209,train
59210,train
59215,train
59216,val
59219,train
59221,train
59222,train
59223,test
59224,train
59226,test
59229,train
59230,train
59232,train
59233,train
59234,train
59238,train
59242,train
59244,train
59245,val
59248,test
59250,val
59257,train
59260,val
59261,train
59262,test
59263,train
59264,test
59266,train
59268,val
59269,train
59271,train
59272,train
59274,train
59276,test
59277,test
59279,val
59280,train
59281,val
59282,train
59283,train
59284,train
59286,train
59287,train
59288,train
59292,train
59293,train
59294,train
59295,train
59297,train
59300,val
59303,train
59304,train
59305,train
59310,train
59311,train
59312,val
59313,train
59316,train
59320,train
59321,test
59322,train
59327,test
59330,train
59331,test
59333,train
59336,train
59337,train
59339,test
59340,test
59342,train
59344,train
59345,train
59346,train
59347,train
59348,train
59350,test
59351,train
59352,test
59353,train
59354,train
59358,train
59359,train
59360,test
59361,train
59362,train
59363,train
59364,train
59367,train
59368,train
59369,train
59370,test
59372,train
59373,train
59375,test
59377,train
59379,val
59380,train
59382,test
59383,val
59384,train
59385,train
59389,train
59390,train
59391,train
59393,train
59394,train
59397,train
59398,train
59400,train
59401,train
59402,test
59403,train
59404,train
59405,train
59407,train
59408,train
59409,train
59410,train
59411,train
59413,train
59414,test
59415,test
59416,train
59417,train
59418,test
59420,train
59421,test
59426,train
59427,train
59428,val
59429,test
59430,val
59431,train
59433,train
59434,train
59435,train
59436,train
59437,train
59438,train
59439,train
59441,train
59443,val
59444,val
59445,train
59446,test
59448,train
59449,train
59450,test
59451,train
59452,test
59453,train
59454,train
59455,train
59456,train
59459,train
59463,val
59467,train
59469,train
59471,train
59473,test
59474,train
59475,train
59477,train
59478,train
59479,train
59481,train
59482,train
59483,train
59488,train
59491,train
59492,train
59494,train
59496,val
59498,test
59500,val
59503,train
59507,test
59508,train
59509,train
59511,test
59513,test
59514,val
59516,train
59517,train
59518,test
59519,train
59523,test
59524,train
59527,train
59528,train
59531,train
59535,train
59537,test
59540,val
59541,train
59542,train
59543,test
59544,train
59549,test
59551,train
59552,train
59555,train
59556,train
59557,train
59558,train
59561,val
59564,test
59565,train
59566,test
59567,train
59568,train
59569,train
59570,train
59571,train
59572,train
59575,val
59577,val
59578,train
59580,train
59581,train
59584,train
59585,train
59586,test
59587,train
59588,test
59589,train
59590,train
59591,test
59592,train
59593,test
59594,train
59597,train
59598,train
59601,train
59602,train
59603,train
59604,test
59605,val
59606,train
59608,train
59609,train
59611,train
59612,train
59613,train
59614,val
59617,test
59618,train
59620,train
59621,train
59622,test
59623,train
59624,train
59625,train
59626,train
59627,train
59628,val
59629,train
59630,train
59631,train
59632,train
59633,val
59634,train
59635,val
59636,train
59637,train
59638,test
59639,train
59640,train
59641,train
59642,train
59643,test
59644,train
59645,train
59646,train
59647,train
59648,test
59649,train
59651,train
59652,train
59653,test
59654,train
59655,train
59656,train
59657,train
59658,test
59659,train
59661,train
59662,train
59663,test
59664,train
59665,val
59666,train
59667,train
59668,train
59669,test
59670,train
59671,train
59672,test
59673,train
59675,train
59676,val
59677,train
59678,train
59679,test
59680,val
59682,train
59683,test
59684,test
59685,test
59687,val
59688,train
59689,val
59694,test
59695,train
59696,train
59697,train
59698,train
59703,train
59705,test
59706,train
59707,train
59709,train
59710,train
59713,train
59715,train
59716,val
59717,train
59718,train
59719,train
59720,train
59721,train
59723,train
59724,train
59727,test
59728,train
59734,train
59736,test
59738,train
59739,train
59740,train
59742,test
59743,train
59746,train
59753,train
59755,train
59757,train
59758,train
59762,test
59763,train
59764,train
59765,train
59766,train
59768,val
59769,test
59771,test
59773,test
59774,test
59775,train
59776,train
59777,train
59781,train
59782,test
59785,train
59786,test
59789,train
59790,train
59791,train
59794,test
59797,val
59800,train
59803,train
59806,train
59807,train
59811,train
59813,train
59814,train
59815,train
59818,train
59819,train
59820,train
59823,train
59825,train
59826,train
59828,test
59830,train
59831,val
59832,train
59840,train
59841,train
59842,train
59843,train
59844,test
59846,test
59848,test
59850,train
59851,train
59861,train
59866,train
59869,train
59871,train
59877,test
59878,test
59880,train
59882,test
59883,train
59886,train
59887,train
59889,train
59890,train
59891,train
59893,train
59896,test
59897,train
59899,test
59902,train
59903,val
59904,test
59906,test
59914,train
59916,train
59917,test
59919,train
59921,train
59922,train
59926,train
59927,test
59930,train
59931,train
59935,train
59936,train
59937,test
59938,train
59939,val
59941,test
59942,train
59943,test
59945,train
59946,train
59954,train
