,subset
48854,train
48855,train
48856,train
48859,train
48862,train
48863,train
48864,train
48867,train
48869,train
48876,train
48879,train
48880,train
48881,train
48884,train
48889,train
48893,train
48895,val
48897,train
48899,train
48902,train
48910,train
48912,train
48917,train
48918,train
48922,train
48923,val
48935,train
48937,train
48938,train
48939,train
48940,train
48941,val
48944,train
48945,train
48946,train
48948,val
48949,train
48951,train
48954,train
48957,train
48958,train
48959,train
48960,train
48961,val
48963,train
48964,train
48965,train
48967,train
48968,train
48973,train
48974,train
48975,train
48978,train
48979,val
48980,train
48981,train
48982,val
48983,val
48985,train
48987,val
48988,train
48991,val
48997,train
48999,train
49000,val
49002,train
49004,train
49005,train
49009,train
49010,val
49011,train
49013,train
49016,train
49023,train
49025,val
49026,train
49031,train
49032,val
49034,train
49035,train
49036,train
49037,train
49039,train
49041,train
49044,train
49045,train
49047,train
49049,train
49052,train
49055,train
49057,train
49058,train
49059,train
49065,val
49067,train
49068,train
49069,train
49070,val
49071,train
49073,train
49074,train
49075,train
49080,train
49081,train
49082,val
49083,train
49086,train
49087,train
49088,train
49089,train
49092,train
49093,train
49095,train
49097,train
49099,train
49101,train
49102,train
49103,val
49105,train
49107,val
49109,train
49110,val
49118,train
49119,train
49122,train
49123,train
49125,train
49126,train
49127,val
49128,train
49132,train
49133,train
49138,train
49147,train
49148,val
49150,train
49151,train
49152,train
49153,train
49154,train
49156,train
49158,val
49163,train
49164,train
49165,train
49166,train
49168,val
49170,train
49171,train
49181,train
49182,train
49183,train
49184,train
49185,train
49187,train
49189,train
49199,train
49201,val
49202,train
49206,train
49207,train
49208,train
49209,train
49210,train
49212,train
49213,val
49216,train
49217,train
49218,val
49219,train
49220,train
49221,train
49223,val
49225,train
49226,val
49229,train
49231,train
49232,train
49233,val
49234,train
49235,train
49236,train
49237,train
49238,train
49239,val
49240,train
49241,val
49244,train
49245,train
49246,train
49247,val
49253,train
49261,train
49265,train
49274,train
49275,train
49276,train
49277,train
49278,val
49279,train
49284,val
49285,train
49286,train
49287,train
49289,train
49290,val
49291,train
49292,train
49296,train
49297,train
49316,train
49317,train
49319,train
49324,train
49325,train
49326,train
49328,train
49329,val
49332,val
49338,val
49351,train
49353,train
49354,train
49356,train
49358,train
49359,train
49362,train
49372,train
49377,train
49378,val
49379,train
49380,train
49384,train
49385,train
49388,train
49389,train
49391,train
49392,train
49393,train
49394,train
49395,train
49396,train
49399,train
49400,train
49401,val
49403,train
49404,train
49405,train
49407,train
49408,val
49409,val
49410,train
49411,train
49414,train
49415,train
49416,val
49418,train
49419,train
49422,train
49424,train
49425,train
49428,train
49429,train
49430,train
49431,train
49432,val
49433,train
49434,train
49435,train
49436,train
49437,train
49440,train
49441,train
49442,val
49444,train
49449,train
49451,train
49452,train
49453,train
49455,train
49456,train
49457,train
49458,train
49461,train
49464,train
49469,train
49471,train
49472,train
49475,train
49476,train
49477,train
49478,train
49484,val
49485,train
49486,train
49490,train
49491,train
49492,val
49493,val
49496,val
49497,train
49499,train
49500,train
49501,train
49503,train
49504,train
49505,val
49506,train
49509,train
49511,train
49512,val
49513,val
49516,train
49519,train
49522,train
49523,train
49524,train
49525,train
49527,train
49528,train
49531,train
49534,train
49535,val
49536,train
49539,train
49540,train
49541,train
49542,train
49543,train
49544,train
49546,train
49547,train
49548,train
49551,train
49552,val
49555,train
49556,train
49557,val
49558,val
49559,train
49560,train
49562,val
49563,train
49569,val
49570,train
49572,train
49579,train
49580,val
49581,val
49582,val
49583,train
49584,train
49585,val
49586,train
49589,val
49590,train
49591,train
49592,train
49593,train
49606,train
49609,val
49610,train
49611,train
49612,train
49613,train
49614,train
49616,val
49617,train
49651,train
49652,train
49653,train
49654,train
49657,train
49659,train
49660,train
49661,train
49672,train
49673,train
49674,train
49678,train
49680,train
49683,train
49684,train
49688,train
49690,train
49694,train
49695,train
49698,val
49699,val
49700,train
49703,train
49705,train
49709,train
49711,train
49712,val
49714,train
49717,train
49718,train
49719,val
49722,train
49731,train
49736,train
49738,train
49741,val
49744,train
49745,train
49746,val
49748,val
49749,train
49750,train
49751,train
49754,train
49757,train
49759,train
49760,val
49761,train
49763,train
49769,val
49774,train
49777,val
49779,train
49782,train
49783,val
49784,train
49786,train
49787,train
49788,train
49790,train
49791,train
49792,train
49794,train
49796,train
49797,train
49798,train
49802,train
49806,val
49808,train
49816,train
49819,train
49821,train
49822,train
49823,train
49825,train
49831,train
49833,train
49834,train
49837,train
49842,train
49851,train
49855,train
49856,train
49860,train
49866,val
49867,train
49870,train
49871,train
49873,train
49874,train
49878,train
49881,val
49884,train
49885,val
49886,train
49888,val
49889,train
49892,train
49893,train
49895,train
49907,train
49912,train
49913,train
49914,train
49915,train
49916,train
49918,train
49920,val
49922,val
49924,train
49926,train
49927,val
49931,train
49947,train
49948,train
49951,train
49963,train
49966,train
49972,train
49973,train
49974,train
49975,train
49976,train
49977,train
49978,train
49988,train
49989,train
49990,train
49992,train
49993,train
49995,val
49996,train
50005,train
50020,val
50022,train
50023,train
50026,train
50027,train
50033,train
50035,val
50036,train
50037,train
50038,train
50045,train
50046,train
50047,train
50050,train
50051,train
50052,val
50053,val
50054,val
50055,train
50056,train
50057,train
50061,train
50062,train
50063,train
50064,train
50066,train
50069,train
50079,train
50085,val
50086,val
50087,train
50088,train
50089,train
50090,train
50091,val
50092,train
50093,train
50094,train
50095,train
50096,train
50098,train
50101,train
50102,train
50110,train
50114,train
50116,train
50117,val
50123,train
50130,train
50131,train
50134,val
50136,val
50137,train
50147,val
50148,val
50151,train
50155,train
50156,train
50157,train
50162,train
50165,train
50166,train
50167,val
50168,train
50169,train
50172,val
50173,train
50175,train
50176,val
50177,val
50179,train
50180,val
50181,val
50182,val
50183,train
50184,train
50185,train
50186,train
50187,train
50188,train
50189,train
50190,train
50193,train
50194,train
50195,train
50196,train
50197,train
50198,train
50199,train
50200,train
50202,train
50203,train
50204,train
50207,train
50215,train
50216,train
50218,train
50219,train
50220,val
50221,train
50223,train
50224,train
50225,train
50226,train
50227,train
50228,train
50229,train
50230,val
50232,train
50234,val
50235,train
50236,val
50237,train
50238,train
50239,train
50240,train
50241,train
50242,train
50243,train
50244,val
50245,train
50247,train
50248,train
50249,val
50250,val
50251,train
50253,train
50254,train
50255,train
50256,train
50257,train
50258,train
50259,train
50262,train
50263,train
50265,train
50266,train
50267,val
50268,train
50269,train
50270,train
50271,train
50272,train
50273,train
50274,train
50275,train
50276,train
50279,train
50280,train
50281,val
50282,train
50284,train
50286,train
50288,val
50289,val
50290,val
50291,train
50293,train
50294,val
50297,train
50298,train
50300,train
50301,val
50311,train
50317,train
50325,train
50326,val
50327,train
50328,train
50331,train
50332,val
50334,train
50336,train
50338,train
50339,train
50340,train
50350,train
50352,train
50355,val
50356,train
50357,val
50358,train
50359,train
50360,train
50361,train
50363,train
50364,val
50368,train
50374,train
50375,train
50376,val
50377,train
50378,train
50380,train
50382,train
50383,train
50384,train
50385,train
50387,train
50388,train
50392,train
50394,train
50395,train
50396,val
50398,train
50399,train
50400,train
50403,train
50405,train
50410,train
50411,train
50418,train
50420,train
50421,train
50426,train
50427,val
50428,train
50429,train
50431,train
50432,val
50433,train
50435,train
50436,train
50439,val
50442,train
50443,train
50447,train
50448,val
50449,train
50450,val
50451,train
50458,train
50460,train
50462,val
50463,train
50464,train
50466,train
50467,train
50468,val
50469,val
50470,train
50474,val
50476,train
50477,train
50479,val
50480,train
50481,train
50482,train
50483,train
50484,train
50486,val
50487,train
50490,train
50492,val
50493,val
50501,train
50502,train
50504,train
50506,train
50509,train
50511,val
50512,val
50513,train
50519,val
50520,train
50522,train
50523,train
50524,train
50525,train
50526,train
50528,train
50533,train
50534,val
50537,train
50538,train
50539,train
50540,val
50541,train
50543,train
50544,train
50545,train
50548,val
50555,val
50556,train
50557,val
50558,val
50559,train
50560,train
50561,train
50562,train
50563,train
50565,train
50566,train
50567,train
50568,val
50569,train
50570,train
50571,train
50572,train
50573,train
50574,train
50578,train
50579,val
50582,train
50583,val
50584,train
50585,train
50587,train
50588,train
50589,train
50590,train
50592,val
50594,train
50595,train
50597,train
50599,train
50601,val
50605,train
50608,train
50611,train
50612,train
50613,train
50615,val
50616,train
50617,train
50618,train
50619,train
50620,train
50622,train
50623,val
50626,train
50627,train
50628,train
50630,train
50632,train
50633,train
50637,train
50638,val
50639,train
50640,val
50641,train
50644,train
50646,val
50648,val
50649,train
50651,train
50656,train
50659,train
50660,train
50663,train
50664,train
50665,train
50666,train
50667,train
50670,val
50671,val
50672,train
50673,train
50674,train
50677,train
50678,train
50679,train
50680,val
50685,train
50686,train
50687,train
50688,val
50689,val
50693,train
50694,val
50698,train
50703,train
50705,train
50706,train
50707,train
50708,train
50710,train
50712,train
50713,train
50718,train
50719,train
50720,val
50721,train
50722,train
50723,train
50724,train
50726,train
50729,train
50730,train
50731,train
50735,train
50736,train
50737,train
50739,train
50743,train
50746,train
50748,val
50750,train
50758,train
50760,train
50761,val
50762,val
50763,train
50768,train
50769,train
50770,train
50771,train
50773,train
50774,train
50775,train
50783,val
50784,train
50789,train
50791,val
50792,train
50793,train
50795,train
50796,train
50797,train
50798,train
50799,train
50801,train
50802,train
50805,train
50806,train
50809,train
50810,train
50812,train
50814,train
50815,val
50818,train
50822,train
50824,val
50831,val
50832,val
50833,train
50834,train
50835,train
50838,train
50839,train
50842,train
50847,train
50853,train
50855,train
50856,val
50859,train
50862,train
50869,val
50870,val
50874,train
50877,train
50879,train
50885,train
50891,train
50892,train
50893,train
50896,train
50897,train
50899,train
50901,train
50902,train
50903,train
50904,val
50907,train
50911,val
50912,train
50913,train
50916,val
50921,val
50923,train
50924,val
50925,train
50932,train
50938,train
50942,train
50947,val
50981,train
50988,train
50991,train
50995,train
50996,train
50997,train
50998,val
50999,train
51001,train
51003,train
51011,train
51014,train
51017,train
51018,train
51020,train
51021,train
51024,train
51041,train
51043,train
51044,train
51047,val
51050,val
51060,train
51061,train
51063,train
51066,train
51067,train
51071,train
51072,train
51073,train
51074,train
51076,train
51077,val
51083,val
51085,val
51087,train
51093,val
51094,train
51095,train
51097,train
51099,train
51110,train
51111,train
51114,train
51115,train
51120,train
51123,train
51128,train
51131,val
51133,train
51134,train
51135,train
51136,train
51137,train
51139,train
51143,train
51144,train
51154,train
51156,train
51157,train
51162,train
51165,train
51167,val
51170,train
51173,train
51174,train
51175,val
51179,train
51180,train
51187,val
51189,train
51197,val
51199,train
51201,train
51202,train
51204,train
51206,train
51208,train
51210,train
51211,train
51212,train
51217,train
51218,train
51219,val
51220,val
51222,train
51227,train
51228,val
51233,train
51234,train
51235,train
51236,train
51237,val
51240,train
51241,val
51242,val
51256,train
51257,train
51258,train
51260,train
51261,train
51272,val
51273,val
51274,train
51277,train
51278,train
51279,train
51281,train
51282,train
51283,train
51284,train
51286,train
51287,train
51288,train
51289,train
51290,train
51292,train
51293,val
51294,train
51295,train
51296,train
51298,train
51300,train
51315,train
51317,train
51320,val
51321,val
51322,train
51323,train
51324,train
51325,train
51328,train
51331,train
51332,train
51333,train
51334,train
51336,train
51337,val
51341,val
51342,train
51343,train
51346,train
51350,val
51351,train
51355,val
51356,train
51357,val
51366,train
51369,train
51370,train
51373,train
51375,train
51379,train
51381,val
51382,train
51383,train
51387,train
51388,train
51389,train
51393,train
51394,val
51395,train
51396,train
51397,train
51400,train
51401,train
51402,train
51404,train
51412,train
51413,train
51414,train
51415,train
51416,train
51417,train
51418,train
51419,val
51420,train
51421,train
51422,train
51423,train
51424,train
51425,train
51426,train
51427,train
51428,val
51429,train
51430,train
51431,train
51432,val
51433,val
51437,train
51438,train
51440,train
51441,train
51442,train
51444,train
51448,train
51449,train
51450,train
51454,train
51457,train
51484,train
51490,train
51514,val
51518,train
51520,val
51521,train
51523,val
51524,train
51525,val
51526,train
51531,train
51532,train
51533,train
51535,val
51536,train
51537,train
51539,val
51540,val
51541,train
51544,train
51546,train
51549,train
51552,train
51553,train
51554,val
51555,train
51556,val
51557,train
51558,train
51559,val
51560,train
51561,train
51582,train
51596,train
51597,val
51598,val
51599,train
51612,train
51614,train
51625,train
51626,val
51627,train
51630,train
51633,train
51635,train
51637,train
51640,train
51641,train
51642,train
51643,train
51644,train
51645,train
51646,train
51647,train
51648,val
51649,train
51650,val
51652,val
51653,train
51654,train
51656,train
51657,train
51658,train
51659,train
51660,train
51661,train
51662,train
51663,val
51664,val
51665,train
51675,train
51679,train
51680,train
51681,train
51683,train
51687,val
51690,val
51693,train
51696,val
51706,train
51707,val
51708,val
51709,train
51710,train
51712,train
51715,train
51716,train
51717,val
51718,train
51720,train
51721,train
51722,train
51723,train
51729,train
51731,train
51733,train
51735,val
51738,train
51739,train
51744,train
51753,train
51754,val
51758,train
51764,train
51766,train
51768,train
51769,train
51771,val
51772,train
51775,train
51776,train
51777,train
51778,val
51779,train
51781,val
51782,train
51783,train
51784,train
51785,train
51792,val
51793,train
51796,val
51798,train
51799,val
51800,val
51801,train
51803,train
51805,val
51806,train
51807,train
51809,val
51810,val
51811,train
51812,train
51813,train
51814,train
51816,train
51817,train
51818,train
51821,train
51822,train
51823,val
51825,train
51827,train
51828,train
51829,val
51830,train
51835,train
51836,val
51842,val
51844,train
51845,val
51846,train
51847,train
51853,val
51854,train
51855,train
51856,val
51857,train
51858,train
51861,train
51862,train
51866,val
51867,train
51868,val
51869,train
51873,train
51874,train
51875,val
51876,train
51877,train
51878,train
51879,train
51880,train
51881,val
51882,train
51891,train
51892,train
51895,train
51897,train
51899,train
51900,train
51903,train
51909,val
51914,train
51915,train
51917,train
51918,train
51923,train
51944,train
51945,train
51946,train
51948,train
51949,train
51968,train
51971,train
51972,train
51973,train
51975,train
51976,train
51977,train
51978,train
51979,val
51980,val
51984,train
51987,val
51988,train
51990,train
51994,val
51998,train
52001,train
52002,train
52003,train
52005,train
52015,train
52016,train
52017,train
52018,train
52028,val
52029,train
52030,train
52038,val
52039,val
52042,train
52046,train
52060,train
52063,train
52068,train
52069,train
52070,train
52072,train
52073,train
52074,train
52075,val
52076,val
52077,train
52078,train
52085,train
52088,train
52089,train
52090,train
52091,val
52094,val
52096,train
52097,train
52098,train
52099,train
52101,val
52103,train
52105,train
52111,train
52113,train
52118,val
52119,val
52120,train
52124,train
52126,val
52128,train
52129,train
52130,train
52131,train
52132,train
52134,train
52135,train
52140,train
52141,train
52142,train
52143,train
52145,train
52146,train
52148,val
52149,train
52150,train
52152,train
52155,val
52156,val
52157,train
52158,val
52160,val
52161,train
52162,train
52164,train
52166,train
52167,val
52168,train
52171,train
52172,val
52173,train
52174,train
52175,train
52176,train
52177,train
52178,train
52181,train
52182,train
52183,train
52186,train
52187,train
52188,train
52189,val
52191,train
52192,val
52193,train
52196,val
52197,train
52198,val
52199,train
52200,train
52201,train
52202,val
52204,train
52219,train
52221,train
52222,train
52223,train
52226,train
52227,train
52231,train
52234,train
52238,train
52240,train
52241,train
52243,train
52247,train
52251,train
52252,val
52253,train
52254,train
52256,train
52261,train
52262,train
52263,train
52265,train
52266,train
52268,train
52270,train
52272,val
52279,val
52281,train
52284,train
52285,train
52289,train
52290,train
52294,train
52295,train
52299,train
52312,val
52314,train
52315,train
52318,train
52319,train
52322,train
52323,train
52324,train
52325,train
52326,train
52327,train
52328,val
52329,train
52330,train
52331,train
52333,train
52335,train
52336,train
52337,train
52340,train
52342,train
52347,train
52348,train
52350,train
52351,val
52352,train
52354,val
52355,train
52356,train
52358,train
52372,train
52375,train
52381,train
52382,train
52384,train
52385,val
52386,val
52389,train
52390,train
52391,val
52393,train
52394,val
52395,val
52396,train
52397,train
52398,train
52399,val
52400,val
52402,train
52403,val
52415,val
52416,train
52421,train
52425,train
52433,val
52438,train
52439,val
52441,train
52442,train
52447,val
52449,train
52450,val
52451,train
52453,train
52454,train
52455,train
52456,train
52457,train
52458,train
52459,val
52466,train
52467,val
52468,train
52470,val
52472,train
52473,train
52477,train
52478,val
52479,train
52482,train
52484,train
52485,train
52510,train
52515,val
52517,train
52519,train
52527,train
52528,train
52530,val
52531,train
52532,val
52533,train
52534,train
52535,val
52536,train
52550,train
52551,val
52556,train
52562,train
52564,train
52565,val
52567,train
52569,val
52571,train
52572,train
52573,train
52575,train
52577,train
52578,train
52579,train
52581,val
52583,train
52586,train
52589,val
52595,train
52596,train
52597,train
52598,val
52601,train
52602,val
52604,train
52605,val
52606,train
52608,val
52609,val
52610,val
52611,train
52612,train
52613,train
52616,train
52617,train
52622,val
52623,train
52625,train
52626,val
52628,train
52629,train
52630,train
52631,val
52632,train
52633,train
52634,train
52635,val
52636,train
52637,train
52639,val
52644,train
52645,train
52646,train
52647,train
52648,train
52649,train
52651,train
52653,train
52655,train
52659,train
52661,train
52663,train
52665,val
52667,val
52668,train
52669,train
52670,train
52672,train
52673,train
52675,train
52677,val
52678,train
52679,train
52680,train
52681,train
52682,val
52683,train
52684,train
52685,train
52686,train
52687,val
52688,train
52689,train
52690,train
52691,val
52693,train
52697,train
52698,train
52699,train
52703,train
52705,val
52706,train
52708,train
52715,val
52717,train
52724,train
52725,train
52727,train
52728,train
52730,train
52731,val
52733,train
52734,train
52743,train
52744,train
52745,train
52746,val
52747,train
52748,train
52750,train
52751,train
52752,train
52753,train
52754,train
52755,train
52756,val
52757,train
52758,train
52759,val
52760,train
52761,train
52762,val
52763,train
52764,train
52765,val
52766,train
52767,train
52768,train
52769,train
52771,train
52772,train
52773,train
52774,train
52775,train
52776,val
52777,train
52778,val
52779,train
52780,train
52781,train
52782,val
52783,train
52785,train
52786,train
52790,val
52794,train
52796,train
52799,val
52802,train
52803,val
52804,train
52807,train
52809,train
52810,train
52812,val
52813,val
52815,train
52818,train
52820,train
52822,val
52826,train
52827,train
52828,train
52829,train
52830,train
52831,train
52833,train
52834,train
52835,train
52837,train
52840,train
52842,train
52854,train
52856,val
52857,train
52860,train
52861,train
52862,train
52863,train
52869,train
52871,train
52873,val
52877,train
52880,val
52881,train
52883,train
52885,train
52888,train
52889,train
52891,train
52893,train
52894,train
52897,val
52898,train
52899,train
52900,train
52901,train
52903,val
52904,train
52905,train
52906,val
52910,train
52911,train
52914,train
52915,train
52916,train
52917,train
52918,val
52919,train
52920,train
52921,train
52922,train
52923,train
52925,train
52928,train
52929,train
52932,val
52933,train
52935,train
52936,val
52937,train
52938,val
52941,train
52942,train
52944,train
52946,train
52947,train
52948,train
52949,train
52950,val
52951,train
52952,train
52954,train
52955,train
52964,train
52967,val
52972,train
52973,train
52974,train
52977,train
52978,val
52986,train
52990,train
52991,train
52992,train
52993,train
52996,train
53001,val
53005,val
53006,train
53007,train
53008,train
53021,train
53026,train
53027,train
53028,train
53029,train
53030,train
53031,train
53034,train
53035,val
53036,train
53041,train
53044,train
53045,train
53050,train
53051,val
53052,train
53054,train
53055,train
53056,train
53057,train
53060,train
53062,train
53063,train
53064,val
53065,train
53069,val
53072,train
53073,train
53074,train
53075,val
53076,train
53077,train
53078,val
53079,val
53080,train
53081,train
53082,train
53084,val
53085,val
53086,train
53087,train
53088,val
53090,train
53091,train
53092,val
53093,train
53094,train
53095,train
53096,val
53097,val
53098,train
53099,train
53100,train
53101,train
53102,train
53103,train
53104,train
53105,train
53106,val
53107,train
53108,train
53109,train
53110,train
53111,val
53112,val
53129,train
53135,train
53136,val
53137,train
53138,val
53139,train
53140,train
53141,train
53142,train
53143,val
53144,train
53145,train
53146,train
53147,train
53148,train
53152,train
53155,train
53159,train
53160,train
53161,train
53164,train
53165,val
53168,train
53171,val
53172,train
53176,train
53177,train
53184,train
53189,train
53191,train
53192,train
53195,train
53197,train
53198,train
53199,train
53205,train
53206,train
53208,val
53209,val
53210,train
53211,train
53212,train
53213,val
53218,train
53219,val
53221,val
53222,train
53223,train
53224,train
53226,train
53227,train
53228,train
53230,train
53231,train
53232,train
53233,train
53234,train
53235,train
53236,train
53237,train
53238,train
53239,train
53241,train
53242,train
53244,train
53246,train
53247,train
53249,val
53250,train
53252,train
53253,val
53255,train
53256,train
53257,train
53258,train
53259,val
53261,train
53262,train
53264,train
53267,train
53268,val
53270,val
53271,train
53272,train
53273,train
53275,train
53276,train
53278,train
53281,train
53282,train
53283,train
53286,train
53287,train
53289,train
53291,train
53293,val
53300,val
53301,train
53303,val
53304,val
53307,train
53310,train
53311,val
53312,train
53316,train
53317,train
53334,train
53337,train
53338,train
53341,val
53344,train
53345,train
53347,train
53349,val
53350,val
53352,val
53354,train
53355,train
53356,train
53358,train
53362,train
53363,train
53370,train
53373,train
53377,train
53379,val
53386,train
53389,val
53390,train
53392,train
53395,train
53396,val
53397,train
53399,train
53400,train
53404,train
53406,train
53408,train
53409,train
53411,val
53412,train
53413,train
53414,train
53415,train
53416,train
53417,train
53418,train
53419,train
53420,train
53421,train
53422,val
53425,train
53426,train
53427,val
53428,val
53429,train
53430,train
53431,train
53432,train
53433,val
53434,train
53435,val
53436,train
53437,train
53438,train
53439,train
53440,train
53441,train
53442,train
53443,val
53445,train
53446,train
53447,train
53448,val
53449,train
53450,train
53451,train
53452,train
53453,train
53454,train
53455,train
53456,train
53457,val
53458,train
53459,train
53460,train
53461,train
53462,val
53463,train
53465,train
53466,val
53467,train
53469,train
53470,train
53479,val
53480,train
53481,train
53482,train
53485,train
53486,train
53487,train
53488,train
53489,val
53494,train
53501,train
53512,train
53514,train
53515,train
53516,train
53518,val
53519,val
53527,train
53532,train
53533,train
53541,train
53542,train
53543,train
53544,train
53546,train
53548,train
53550,val
53554,train
53557,train
53564,val
53565,train
53568,train
53574,train
53575,train
53578,train
53581,train
53582,train
53587,train
53588,train
53590,train
53591,val
53592,train
53594,val
53596,train
53600,train
53601,train
53603,train
53604,train
53605,train
53606,train
53607,train
53608,train
53609,train
53610,val
53613,val
53614,train
53617,train
53618,train
53622,train
53625,train
53631,val
53633,train
53634,val
53635,train
53636,val
53640,train
53644,train
53646,train
53649,val
53650,train
53651,train
53652,train
53653,train
53654,train
53657,train
53661,train
53662,train
53666,train
53667,train
53668,train
53669,train
53675,train
53679,train
53680,train
53682,train
53686,train
53692,train
53693,train
53704,train
53708,train
53716,train
53723,train
53734,train
53737,train
53738,val
53739,train
53740,train
53742,train
53744,train
53745,train
53746,train
53747,train
53748,train
53749,train
53750,train
53753,val
53754,train
53756,val
53757,train
53763,train
53766,train
53768,train
53771,train
53773,train
53775,train
53778,train
53781,val
53782,train
53785,train
53791,val
53802,train
53803,train
53812,train
53813,train
53814,val
53815,val
53817,train
53818,train
53820,train
53821,train
53833,train
53834,val
53835,train
53836,val
53838,train
53839,val
53840,train
53844,train
53845,train
53846,train
53847,train
53850,train
53851,val
53852,train
53854,train
53855,train
53856,val
53858,train
53859,train
53860,train
53863,train
53866,train
53867,train
53868,val
53869,train
53881,train
53882,train
53884,train
53892,val
53893,val
53901,val
53902,train
53903,train
53904,val
53905,val
53906,train
53907,train
53908,train
53909,train
53910,train
53914,train
53919,train
53920,train
53923,train
53924,val
53925,val
53927,train
53928,val
53931,train
53932,train
53933,val
53934,train
53936,train
53937,train
53941,train
53942,train
53947,train
53948,train
53950,train
53951,train
53952,val
53963,train
53964,val
53965,val
53966,train
53967,train
53969,train
53972,val
53976,train
53977,train
53980,train
53982,train
53986,train
54004,train
54006,train
54008,train
54009,train
54013,train
54014,train
54015,train
54016,train
54017,val
54029,train
54030,train
54033,train
54035,train
54037,train
54039,train
54040,val
54043,val
54046,train
54049,train
54052,train
54056,train
54057,train
54058,val
54059,train
54066,train
54070,train
54071,train
54073,train
54074,train
54075,train
54076,train
54077,train
54080,val
54082,train
54085,train
54086,train
54087,train
54089,val
54090,train
54091,train
54092,val
54093,train
54094,train
54095,train
54096,train
54097,train
54104,train
54105,train
54107,train
54109,val
54110,train
54115,val
54117,val
54119,train
54121,train
54122,train
54123,train
54124,val
54125,train
54126,train
54127,train
54128,train
54129,train
54130,train
54131,val
54132,val
54134,train
54135,val
54140,train
54143,val
54144,val
54145,train
54147,train
54148,val
54150,train
54152,train
54157,train
54162,train
54164,train
54166,train
54167,val
54170,val
54171,train
54175,train
54179,train
54183,train
54187,train
54188,train
54189,val
54190,train
54192,train
54193,train
54194,train
54197,train
54199,train
54203,val
54210,train
54211,train
54212,train
54213,train
54214,val
54215,train
54216,train
54217,train
54218,train
54221,train
54223,train
54227,train
54228,train
54229,train
54230,train
54231,train
54232,val
54233,train
54234,train
54235,train
54236,train
54238,val
54242,train
54244,val
54245,train
54249,val
54250,train
54253,train
54256,val
54257,train
54258,train
54260,train
54262,train
54264,val
54265,val
54266,val
54268,train
54270,val
54271,train
54274,train
54277,train
54279,train
54280,train
54281,train
54282,train
54283,train
54284,train
54286,train
54288,val
54291,val
54295,train
54298,train
54306,train
54309,train
54310,train
54311,train
54314,train
54315,train
54316,val
54318,train
54320,train
54321,train
54326,val
54327,val
54329,train
54330,val
54331,train
54332,train
54337,train
54338,train
54342,train
54343,train
54344,train
54345,train
54346,train
54350,train
54351,train
54352,val
54353,val
54356,train
54357,train
54360,train
54363,train
54366,train
54367,train
54368,train
54370,train
54372,train
54374,val
54375,train
54378,train
54379,train
54380,train
54381,train
54383,train
54384,train
54389,val
54392,train
54394,train
54397,train
54399,train
54400,train
54401,train
54402,train
54405,train
54406,train
54407,train
54408,train
54417,train
54418,train
54419,train
54420,train
54421,train
54423,train
54430,train
54434,train
54436,train
54437,train
54438,val
54439,train
54440,train
54452,train
54455,train
54462,val
54463,train
54465,train
54466,val
54467,val
54469,train
54470,train
54473,train
54474,val
54476,train
54479,train
54480,val
54481,train
54482,train
54483,train
54491,train
54492,train
54494,val
54495,train
54497,train
54498,train
54500,val
54502,val
54506,train
54507,train
54514,train
54515,train
54516,train
54517,train
54519,train
54520,val
54523,val
54524,train
54526,train
54529,train
54530,train
54531,train
54532,train
54534,train
54535,train
54536,train
54538,train
54542,train
54543,train
54544,train
54552,train
54553,train
54561,train
54562,train
54564,train
54565,train
54570,val
54571,train
54572,train
54573,train
54574,train
54575,train
54576,train
54577,train
54579,train
54580,train
54581,train
54584,train
54585,train
54586,train
54589,train
54590,train
54591,train
54592,train
54593,val
54594,train
54595,val
54599,val
54602,val
54603,val
54610,train
54612,train
54613,val
54621,val
54623,train
54630,train
54634,val
54636,val
54637,train
54641,train
54642,train
54644,train
54647,train
54649,train
54651,train
54652,train
54653,train
54654,train
54660,val
54661,train
54662,train
54663,train
54664,val
54665,train
54666,train
54668,train
54669,train
54670,train
54671,train
54672,train
54673,train
54674,train
54675,train
54676,train
54677,train
54678,train
54679,train
54680,train
54681,train
54682,val
54685,train
54688,train
54689,train
54692,train
54693,train
54694,train
54699,train
54703,train
54704,train
54705,train
54706,train
54707,train
54708,val
54709,train
54710,train
54718,train
54719,train
54720,val
54721,train
54725,train
54727,train
54735,train
54738,train
54741,train
54742,val
54744,train
54745,train
54746,val
54747,train
54748,train
54749,val
54751,train
54757,train
54758,train
54759,val
54760,val
54763,train
54767,train
54769,val
54770,train
54771,train
54772,train
54773,val
54774,train
54775,val
54776,train
54777,train
54778,train
54779,train
54781,val
54782,train
54783,train
54785,train
54787,train
54788,val
54789,train
54791,val
54792,train
54793,val
54794,train
54798,val
54799,val
54800,val
54801,train
54802,train
54804,train
54805,train
54806,val
54807,val
54808,train
54809,train
54810,val
54811,train
54839,train
54846,train
54855,train
54858,val
54861,train
54862,train
54864,train
54865,val
54866,train
54867,train
54868,train
54869,train
54870,train
54871,train
54872,train
54873,train
54874,val
54875,train
54876,train
54877,val
54878,val
54879,val
54880,train
54881,train
54882,val
54883,train
54884,train
54885,train
54886,train
54887,train
54888,train
54889,train
54890,train
54891,train
54892,train
54907,train
54909,train
54910,train
54915,train
54917,train
54918,train
54919,train
54920,train
54921,train
54922,train
54926,train
54927,train
54928,train
54930,train
54934,train
54940,train
54943,train
54954,train
54961,train
54962,val
54964,train
54967,train
54968,train
