,sale_price,price_class
48311,5200000,1
48314,1750000,1
48315,1685000,1
48322,2950000,1
48325,1920000,1
48327,3000000,1
48328,2120000,1
48329,3092500,1
48330,2900000,1
48331,1950000,1
48333,5675000,1
48337,3100000,1
48338,3950000,1
48340,2600000,1
48341,5785500,1
48346,1725000,1
48348,2850000,1
48349,1969500,1
48355,1755000,1
48356,2900000,1
48362,1675000,1
48363,5750000,1
48364,2950000,1
48368,1975000,1
48379,3940000,1
48381,1970000,1
48382,1910000,1
48383,419000,0
48384,400000,0
48386,2225000,1
48387,3700000,1
48388,7857080,1
48389,6850000,1
48390,1912500,1
48391,2100000,1
48396,300000,0
48398,295000,0
48399,1800000,1
48407,1850000,1
48409,1735000,1
48412,3600000,1
48414,3000000,1
48419,399000,0
48426,1650000,1
48427,2812500,1
48428,2708000,1
48429,3105000,1
48431,2622000,1
48433,3600000,1
48434,1865000,1
48438,399000,0
48440,2225000,1
48442,440000,0
48443,1800000,1
48444,2500000,1
48445,2695000,1
48446,76500,0
48449,3045151,1
48452,250000,0
48453,3300000,1
48455,5850000,1
48456,2803000,1
48457,2380000,1
48458,8550000,1
48461,1850000,1
48462,2150000,1
48464,2955000,1
48466,2200000,1
48468,3400000,1
48469,2500000,1
48470,2300000,1
48471,2300000,1
48472,2292500,1
48473,4750000,1
48474,4500000,1
48482,2170000,1
48483,2500000,1
48484,1938000,1
48485,2450000,1
48487,2020000,1
48488,1800000,1
48489,360000,0
48490,339000,0
48494,215000,0
48498,200000,0
48502,350000,0
48511,437000,0
48512,449000,0
48513,400000,0
48514,430000,0
48515,359000,0
48519,349000,0
48525,175000,0
48529,2280000,1
48530,3600000,1
48531,3250000,1
48532,3295000,1
48533,125000,0
48534,2025000,1
48536,380000,0
48538,427500,0
48540,440000,0
48546,418000,0
48547,1675000,1
48550,364000,0
48551,350000,0
48553,1757000,1
48557,1580000,1
48559,2995000,1
48563,1975000,1
48567,441225,0
48572,2350000,1
48576,1950000,1
48580,3090000,1
48581,1800000,1
48597,1600000,1
48600,1700000,1
48603,435000,0
48604,360000,0
48605,418000,0
48608,300000,0
48612,1801000,1
48613,350000,0
48614,330000,0
48615,365000,0
48617,312500,0
48618,431000,0
48622,1595000,1
48625,2700000,1
48627,460000,0
48633,400000,0
48637,279000,0
48647,280000,0
48648,285000,0
48649,407400,0
48650,400000,0
48651,290000,0
48652,385000,0
48653,275000,0
48654,275000,0
48655,375000,0
48656,260000,0
48657,400000,0
48658,330000,0
48659,417500,0
48661,417000,0
48662,460000,0
48680,1870000,1
48685,386000,0
48688,355000,0
48691,1715000,1
48693,1900000,1
48699,1625000,1
48701,45000,0
48703,340000,0
48704,342000,0
48709,425000,0
48712,1600000,1
48721,1900188,1
48725,445000,0
48728,425000,0
48729,380000,0
48731,395000,0
48734,332000,0
48735,437000,0
48736,405000,0
48737,410000,0
48740,2275000,1
48745,1875000,1
48746,400000,0
48747,400000,0
48757,375000,0
48758,335000,0
48761,1712500,1
48763,1700000,1
48766,1775000,1
48773,1745888,1
48774,1657500,1
48775,2200000,1
48781,1980000,1
48782,1980000,1
48783,1800000,1
48785,2150000,1
48786,2450000,1
48788,2716000,1
48790,2716000,1
48791,2600000,1
48792,3100000,1
48793,180000,0
48794,2750000,1
48797,460000,0
48798,1715000,1
48805,3100000,1
48806,2025000,1
48807,1950000,1
48808,2700000,1
48826,102500,0
48828,360000,0
48829,1750000,1
48830,1650000,1
48832,2100000,1
48841,3415000,1
48852,2625000,1
48854,275000,0
48855,295000,0
48856,299000,0
48862,3020000,1
48863,3020000,1
48864,2300000,1
48867,1629200,1
48869,1960000,1
48876,427000,0
48879,464000,0
48880,2650000,1
48881,2862000,1
48895,300000,0
48897,450000,0
48910,412000,0
48912,2870000,1
48922,1950000,1
48923,2150000,1
48937,425000,0
48939,335000,0
48945,410000,0
48946,430000,0
48948,350000,0
48949,333000,0
48951,145000,0
48954,465000,0
48957,460000,0
48963,450000,0
48967,425000,0
48968,1650000,1
48973,410000,0
48979,409500,0
48980,335000,0
48981,61500,0
48982,177450,0
48983,177450,0
48985,350000,0
48988,377500,0
48997,456300,0
48999,445000,0
49002,322500,0
49004,325000,0
49005,350000,0
49010,423536,0
49016,397995,0
49023,1800000,1
49025,1800000,1
49026,1650000,1
49031,200000,0
49032,385000,0
49034,405000,0
49035,399000,0
49037,460000,0
49039,360000,0
49044,360000,0
49045,375000,0
49049,400000,0
49052,402000,0
49055,399000,0
49067,2900000,1
49068,6200000,1
49070,1850000,1
49071,3670000,1
49073,3775000,1
49074,6738950,1
49075,6800000,1
49080,8000000,1
49081,7200000,1
49083,2495000,1
49086,4675000,1
49087,4800000,1
49088,2525000,1
49089,3215363,1
49092,3650000,1
49093,3400000,1
49095,5900000,1
49097,4250000,1
49099,2200000,1
49101,2420000,1
49102,1650000,1
49103,5850000,1
49105,3650000,1
49107,3750000,1
49109,4150000,1
49110,5850000,1
49118,2400000,1
49119,5650000,1
49122,2200000,1
49123,2265000,1
49125,3400000,1
49126,5500000,1
49127,5500000,1
49128,5500000,1
49132,3625000,1
49133,5400000,1
49138,2400000,1
49147,1725000,1
49148,1995000,1
49150,2700000,1
49152,3000000,1
49153,3200000,1
49154,2995000,1
49156,3399000,1
49158,2600000,1
49163,3050000,1
49164,3525000,1
49165,2675000,1
49166,2650000,1
49168,2950000,1
49170,7900000,1
49171,8800000,1
49182,1950000,1
49183,3450000,1
49184,4035000,1
49185,3225000,1
49187,6634875,1
49189,336000,0
49201,1985000,1
49202,2245850,1
49206,4250000,1
49207,2850000,1
49208,5035000,1
49209,5250000,1
49210,4999999,1
49212,1695000,1
49213,1600000,1
49216,1815000,1
49217,2700000,1
49218,3850000,1
49219,3300000,1
49220,3375000,1
49221,5000000,1
49223,6000000,1
49225,4525000,1
49226,3590000,1
49229,2125000,1
49231,5150000,1
49232,7650000,1
49233,5250000,1
49234,7850000,1
49235,5400000,1
49236,7900000,1
49237,5450000,1
49238,8219788,1
49239,5850000,1
49240,8000000,1
49241,6024150,1
49244,8050000,1
49245,5950000,1
49246,8250000,1
49247,6382438,1
49274,400000,0
49275,1925000,1
49276,1999500,1
49278,1890000,1
49279,1999999,1
49284,2036000,1
49285,3750000,1
49286,3750000,1
49287,3750000,1
49289,1575000,1
49290,2200000,1
49291,2200000,1
49296,2895000,1
49297,3195000,1
49316,1988588,1
49317,3300000,1
49319,3100000,1
49324,3253000,1
49325,3750000,1
49326,3300000,1
49328,3404000,1
49329,4300000,1
49332,3900000,1
49338,8100000,1
49353,1900000,1
49354,2800000,1
49356,2100000,1
49359,1585000,1
49362,2600000,1
49372,1725000,1
49377,3200000,1
49378,3150000,1
49379,1635000,1
49380,8500000,1
49384,3950000,1
49385,7848750,1
49388,1975000,1
49391,7848750,1
49392,1800000,1
49393,1915000,1
49394,1895000,1
49395,2280000,1
49396,2600000,1
49399,2780000,1
49400,2420000,1
49401,2325000,1
49403,3700000,1
49404,3688888,1
49405,3480000,1
49407,5524888,1
49408,3440000,1
49409,3700000,1
49410,2780000,1
49411,1785000,1
49415,1675000,1
49418,3050000,1
49419,3100000,1
49425,2300000,1
49428,2388000,1
49429,3075000,1
49430,3916000,1
49431,2600000,1
49432,3535000,1
49433,3580000,1
49434,3175000,1
49435,8800000,1
49436,8800000,1
49437,4995000,1
49451,3750000,1
49453,6695000,1
49456,4175000,1
49457,5950000,1
49458,4880000,1
49475,1695000,1
49476,2300000,1
49477,1955000,1
49478,1900000,1
49484,1680000,1
49485,1612000,1
49486,1850000,1
49490,1960000,1
49492,1960000,1
49496,2220000,1
49497,1650000,1
49499,1595000,1
49500,2262000,1
49501,1995000,1
49503,1875000,1
49504,1739000,1
49505,2200000,1
49506,1650000,1
49509,1750000,1
49511,2320000,1
49512,2300000,1
49513,2925000,1
49516,2925000,1
49522,2300000,1
49523,2100000,1
49524,2300000,1
49525,3250000,1
49527,2159000,1
49528,5400000,1
49534,3300000,1
49535,3300000,1
49536,1720000,1
49539,3350000,1
49540,3350000,1
49541,1800000,1
49542,2300000,1
49543,1875000,1
49544,2090000,1
49546,1735000,1
49547,2795000,1
49548,4699888,1
49551,2050000,1
49552,1700000,1
49555,1900000,1
49556,1880000,1
49557,3065000,1
49558,2920000,1
49559,2100000,1
49560,2250000,1
49569,395000,0
49570,299000,0
49579,2715000,1
49581,1900000,1
49582,1900000,1
49583,2212500,1
49584,1775000,1
49585,3295000,1
49586,3650000,1
49589,2650000,1
49590,2600000,1
49591,2765000,1
49592,1660000,1
49593,1660000,1
49609,1785000,1
49610,1870000,1
49611,2675000,1
49612,1700000,1
49613,2850000,1
49614,2500000,1
49616,4650000,1
49617,2500000,1
49651,156054,0
49652,2450000,1
49653,156054,0
49654,2450000,1
49657,2347500,1
49659,1600000,1
49660,2990000,1
49661,1900000,1
49672,2300000,1
49674,2300000,1
49678,1700000,1
49680,2521000,1
49683,1925000,1
49684,1825000,1
49694,2275000,1
49695,2275000,1
49698,2100000,1
49699,1900000,1
49700,2450000,1
49703,1575000,1
49705,2199000,1
49709,2650000,1
49711,2270000,1
49712,1895000,1
49714,1800000,1
49717,425000,0
49718,440000,0
49736,5820000,1
49738,5000000,1
49741,4365000,1
49744,2450000,1
49745,5000000,1
49748,1945000,1
49750,3700000,1
49751,2410000,1
49754,5500000,1
49757,1950000,1
49759,1900000,1
49761,3368607,1
49763,1675000,1
49769,1750000,1
49774,1650000,1
49777,360000,0
49779,365000,0
49782,430000,0
49783,400000,0
49784,366000,0
49786,3365000,1
49787,2954522,1
49792,1700000,1
49794,1798000,1
49797,1725000,1
49798,3385000,1
49802,97560,0
49806,337000,0
49808,1650000,1
49816,395000,0
49819,328000,0
49821,408000,0
49822,425000,0
49823,460000,0
49833,365000,0
49842,410000,0
49851,1810000,1
49856,438000,0
49860,425000,0
49866,3175000,1
49867,410000,0
49870,1797250,1
49871,3350000,1
49873,385000,0
49874,415000,0
49878,1840000,1
49881,460000,0
49884,2105000,1
49885,2250000,1
49886,370000,0
49888,390000,0
49889,1663200,1
49893,3175000,1
49895,459000,0
49912,449000,0
49913,349500,0
49916,330000,0
49918,310000,0
49926,1630000,1
49927,1595000,1
49931,1999500,1
49972,50161,0
49973,50161,0
49974,50161,0
49975,50161,0
49976,50161,0
49977,50161,0
49978,96386,0
49988,3000000,1
49989,4950000,1
49990,3450000,1
49992,6000000,1
49993,5750000,1
49995,5750000,1
49996,2250000,1
50005,5828563,1
50020,50000,0
50022,2325000,1
50023,1750000,1
50026,4000000,1
50027,275000,0
50033,5035000,1
50035,37441,0
50036,1600000,1
50037,4999999,1
50038,5000000,1
50045,2388000,1
50047,3916000,1
50050,75000,0
50051,75000,0
50052,75000,0
50053,75000,0
50054,3750000,1
50055,8800000,1
50056,3075000,1
50057,2300000,1
50061,3535000,1
50062,75000,0
50063,8800000,1
50064,3580000,1
50066,1700000,1
50069,1880000,1
50079,7000000,1
50085,8200000,1
50086,5300000,1
50087,5500000,1
50088,4102000,1
50089,8200000,1
50090,7250000,1
50091,3950000,1
50092,4740000,1
50093,7521000,1
50094,5800000,1
50095,7000000,1
50096,6400000,1
50098,8500000,1
50101,5535000,1
50102,5850000,1
50110,5750000,1
50114,5118750,1
50116,4350000,1
50117,6675000,1
50123,6000000,1
50130,7750000,1
50131,7750000,1
50134,2356000,1
50136,5882074,1
50137,8937500,1
50147,8700000,1
50148,6975000,1
50151,6562500,1
50155,6500000,1
50156,1999999,1
50157,146000,0
50162,425000,0
50165,350000,0
50166,302000,0
50167,325000,0
50168,449000,0
50169,275000,0
50172,1600000,1
50173,399000,0
50176,333500,0
50177,405000,0
50179,407500,0
50180,277500,0
50181,425000,0
50182,440000,0
50184,399000,0
50185,395000,0
50186,379000,0
50187,399000,0
50188,365000,0
50189,415000,0
50193,410000,0
50194,396000,0
50195,375000,0
50196,350000,0
50198,375000,0
50199,267500,0
50200,275000,0
50202,330950,0
50203,310000,0
50204,300000,0
50207,247000,0
50215,239000,0
50216,275000,0
50218,275000,0
50219,276000,0
50220,292500,0
50221,330000,0
50223,295000,0
50224,290000,0
50225,335000,0
50226,345000,0
50227,390750,0
50228,354000,0
50229,350000,0
50230,355000,0
50232,325000,0
50234,410000,0
50235,460000,0
50236,384000,0
50237,350000,0
50238,405000,0
50239,220000,0
50240,265000,0
50241,425000,0
50242,360000,0
50244,400000,0
50245,302000,0
50247,304362,0
50248,355000,0
50249,445000,0
50250,385000,0
50253,440000,0
50254,310000,0
50255,390000,0
50256,430000,0
50257,190000,0
50258,410000,0
50259,435000,0
50265,365681,0
50266,361613,0
50267,283916,0
50268,283834,0
50269,358167,0
50270,370000,0
50271,233000,0
50272,330000,0
50273,358000,0
50274,324000,0
50275,380000,0
50276,305000,0
50279,6000000,1
50280,6500000,1
50281,8000000,1
50282,3200000,1
50284,2100000,1
50286,1998000,1
50289,1600000,1
50290,4600000,1
50291,3700000,1
50293,3400000,1
50294,3400000,1
50297,4800000,1
50300,1820000,1
50301,8800000,1
50311,1625000,1
50317,2000000,1
50325,4500000,1
50326,2050000,1
50327,1890000,1
50328,2990000,1
50331,2325000,1
50332,3250000,1
50334,4060000,1
50336,2770000,1
50338,1660000,1
50339,4250000,1
50340,2355000,1
50352,1895000,1
50355,1995000,1
50356,1700000,1
50357,2565000,1
50358,1800000,1
50359,1950000,1
50360,2335000,1
50361,3800000,1
50363,2650000,1
50364,400000,0
50368,4000000,1
50374,2300000,1
50375,3200000,1
50376,3500000,1
50377,2900000,1
50378,2500000,1
50380,3300000,1
50382,1800000,1
50383,2775000,1
50384,3400000,1
50385,2450000,1
50387,1725000,1
50388,1630000,1
50392,1860000,1
50394,1900000,1
50395,1995000,1
50398,355000,0
50399,2800000,1
50400,3200000,1
50403,2000000,1
50405,2200000,1
50410,399000,0
50411,3300000,1
50418,2100000,1
50420,2087500,1
50426,2495000,1
50427,3400000,1
50428,2825000,1
50429,2995000,1
50431,3600000,1
50432,2300000,1
50433,2650000,1
50435,1900000,1
50436,3125000,1
50439,2525000,1
50442,1950000,1
50443,3700000,1
50447,2990000,1
50448,4450000,1
50449,4250000,1
50450,4200000,1
50451,3430000,1
50460,4750000,1
50462,5900000,1
50463,7700000,1
50464,2700000,1
50466,4100000,1
50467,6800000,1
50468,3200000,1
50469,3547500,1
50470,3200000,1
50474,4750000,1
50476,7800000,1
50477,6500000,1
50479,5500000,1
50480,5325000,1
50481,2780000,1
50482,1750000,1
50483,3550000,1
50484,1950000,1
50486,1600000,1
50487,2250000,1
50490,2975000,1
50492,2050000,1
50493,2600000,1
50501,2125000,1
50502,1800000,1
50506,1750000,1
50511,1675000,1
50512,2010000,1
50513,5594700,1
50519,1745000,1
50520,8000000,1
50522,5800000,1
50523,1775000,1
50526,1775000,1
50528,1900000,1
50533,3400000,1
50534,2295000,1
50537,7425000,1
50538,8000000,1
50539,8000000,1
50540,2850000,1
50541,2390111,1
50543,2195000,1
50544,3400000,1
50545,2325000,1
50548,1695000,1
50556,7625000,1
50557,210000,0
50558,8825000,1
50559,8825000,1
50560,2100000,1
50561,2150000,1
50563,2350000,1
50565,1600000,1
50567,2250000,1
50568,1625000,1
50569,2500000,1
50570,2375000,1
50571,1950000,1
50572,1600000,1
50574,7500000,1
50578,1825000,1
50579,2950000,1
50582,2935000,1
50583,430000,0
50584,3150000,1
50585,6161250,1
50587,2825000,1
50588,2425000,1
50589,3700000,1
50590,1850000,1
50592,2562500,1
50594,1850000,1
50595,4000000,1
50597,1999999,1
50599,3600000,1
50605,1595000,1
50608,1950000,1
50612,2575000,1
50613,5000000,1
50615,2200000,1
50616,1700000,1
50617,3050000,1
50618,300000,0
50619,2100000,1
50620,410000,0
50622,3320000,1
50626,4700000,1
50627,1725000,1
50632,2175000,1
50633,1775000,1
50637,2950000,1
50638,3150000,1
50639,3130000,1
50640,1850000,1
50641,2400000,1
50646,2348250,1
50648,3590000,1
50649,1775000,1
50659,5400000,1
50660,2150000,1
50663,4995000,1
50664,4500000,1
50665,3989500,1
50666,7325000,1
50667,1995000,1
50670,1800000,1
50671,2050000,1
50672,4330410,1
50673,4937500,1
50674,3450000,1
50677,3125000,1
50678,4400000,1
50679,2300000,1
50680,2400000,1
50685,300000,0
50686,295000,0
50687,300000,0
50698,325000,0
50703,440142,0
50705,462000,0
50710,4800000,1
50712,3350000,1
50713,4200000,1
50718,5995000,1
50719,7075000,1
50720,7900000,1
50721,6300000,1
50722,2400000,1
50723,2265000,1
50724,2854080,1
50726,3250000,1
50735,440000,0
50739,1850000,1
50746,2400000,1
50748,2000000,1
50758,1739500,1
50760,3025000,1
50761,1650000,1
50762,1655000,1
50763,350000,0
50769,270000,0
50773,380000,0
50774,2595000,1
50775,1625000,1
50783,1825000,1
50784,1890000,1
50789,2010000,1
50791,360000,0
50792,415000,0
50793,1790000,1
50795,400000,0
50796,450000,0
50797,445000,0
50798,425000,0
50801,399000,0
50802,2650000,1
50805,2450000,1
50809,1800000,1
50810,1700000,1
50812,350000,0
50815,2050000,1
50818,1950000,1
50831,1850000,1
50833,440000,0
50835,2950000,1
50838,2950000,1
50839,460000,0
50842,1824000,1
50847,1700000,1
50856,1585000,1
50859,3205000,1
50862,2060000,1
50869,372500,0
50874,2200000,1
50879,1595000,1
50885,1950000,1
50891,370000,0
50892,392000,0
50896,412000,0
50897,325000,0
50899,275000,0
50901,1585000,1
50902,2055000,1
50904,1999000,1
50907,1600000,1
50911,2195000,1
50913,1700000,1
50921,2100000,1
50923,385000,0
50925,350000,0
50938,465000,0
50942,2425000,1
50947,425000,0
50988,1695000,1
50995,365000,0
50996,422000,0
50997,329000,0
50999,385000,0
51001,445000,0
51003,465000,0
51014,410000,0
51017,320000,0
51018,320000,0
51020,310000,0
51044,1595000,1
51047,3403501,1
51060,243567,0
51063,1950000,1
51071,300000,0
51072,298000,0
51074,300000,0
51077,2600000,1
51083,3300000,1
51085,2811000,1
51087,2800000,1
51093,1845000,1
51094,343500,0
51095,420000,0
51097,356000,0
51099,2950000,1
51110,1650000,1
51111,1750000,1
51114,2150000,1
51115,1850000,1
51120,2120000,1
51128,340000,0
51133,2999999,1
51134,2300000,1
51135,2100000,1
51136,2100000,1
51137,2230000,1
51139,4650000,1
51143,2400000,1
51154,325000,0
51156,2780000,1
51157,2635000,1
51162,2300000,1
51165,1985000,1
51170,1700000,1
51173,1875000,1
51174,2036250,1
51179,1600000,1
51187,1625000,1
51189,2450000,1
51197,3400000,1
51199,75000,0
51201,2995000,1
51202,400000,0
51206,425000,0
51208,1895000,1
51210,1650000,1
51211,1650000,1
51217,1725000,1
51218,3400000,1
51219,2950000,1
51220,1600000,1
51222,357000,0
51227,6600000,1
51228,3050000,1
51233,6250000,1
51234,6250000,1
51235,6250000,1
51236,2150000,1
51237,1985000,1
51240,3875000,1
51241,3150000,1
51242,4425000,1
51256,3500000,1
51257,1775000,1
51258,5900000,1
51260,1800000,1
51261,1888000,1
51272,2570000,1
51273,2570000,1
51274,3650000,1
51277,4750000,1
51278,3750000,1
51279,1880000,1
51281,3500000,1
51282,1825000,1
51283,1750000,1
51284,1845000,1
51286,2275000,1
51287,1925000,1
51288,3150000,1
51289,3280000,1
51290,3280000,1
51292,2701613,1
51293,6185000,1
51294,8313584,1
51295,4700000,1
51296,5050000,1
51298,8700000,1
51300,8401289,1
51315,1980000,1
51317,2676000,1
51320,2775000,1
51321,2999990,1
51322,1990000,1
51323,2625000,1
51324,2165000,1
51325,2195000,1
51332,1995000,1
51333,3700000,1
51334,1683750,1
51337,1635000,1
51342,8250000,1
51343,2900000,1
51346,350000,0
51350,2498000,1
51351,2430000,1
51355,3840000,1
51356,3175000,1
51357,3840000,1
51366,2825000,1
51369,3825000,1
51370,1720000,1
51373,2846769,1
51375,5050000,1
51379,4235000,1
51381,5500000,1
51382,5325000,1
51383,7995000,1
51394,1999900,1
51395,2160000,1
51396,3100000,1
51397,3750000,1
51400,2862500,1
51401,1999000,1
51402,1950000,1
51412,2085655,1
51413,3266400,1
51414,5593710,1
51415,2331793,1
51416,4446993,1
51417,2098980,1
51418,3291919,1
51419,5649852,1
51420,2379878,1
51421,4497753,1
51422,2123234,1
51423,5773073,1
51424,2367523,1
51425,4603583,1
51426,5869313,1
51427,5211800,1
51428,2378200,1
51429,4597206,1
51430,2275000,1
51431,1750000,1
51432,1800000,1
51433,4500000,1
51437,3925000,1
51438,3925000,1
51440,1860000,1
51441,3350000,1
51442,7250000,1
51448,3350000,1
51449,1590000,1
51450,1875000,1
51454,2600000,1
51457,2600000,1
51520,1606500,1
51521,1800000,1
51523,1840000,1
51524,1999000,1
51525,2150000,1
51526,1825000,1
51531,2500000,1
51532,1875000,1
51533,2850000,1
51535,1660000,1
51536,1750000,1
51537,2275000,1
51539,3195000,1
51540,1670000,1
51541,3150000,1
51544,1850000,1
51546,1725000,1
51549,4202500,1
51552,2225000,1
51553,372600,0
51554,2400000,1
51555,5413975,1
51556,5465013,1
51557,5516050,1
51558,4087000,1
51559,4342188,1
51560,4388121,1
51561,4393225,1
51582,1950000,1
51599,1700000,1
51612,1720000,1
51614,1720000,1
51625,1670000,1
51626,1670000,1
51627,1575000,1
51630,2325000,1
51633,2985000,1
51635,1660000,1
51637,194191,0
51640,4250000,1
51641,4125000,1
51643,2305500,1
51645,2375000,1
51646,4441000,1
51647,4441000,1
51648,6725000,1
51649,6725000,1
51650,445000,0
51652,2450000,1
51653,2690000,1
51654,2450000,1
51656,3200000,1
51657,3200000,1
51658,2100000,1
51660,3400000,1
51661,1950000,1
51662,2400000,1
51663,1750000,1
51664,2500000,1
51665,4312500,1
51675,2025000,1
51679,2300000,1
51680,2825000,1
51681,1950000,1
51683,2635000,1
51687,1595000,1
51706,1850000,1
51707,1900000,1
51708,1950000,1
51709,2175000,1
51710,1875000,1
51712,1850000,1
51715,2550000,1
51716,2320000,1
51717,5300000,1
51718,3500000,1
51721,2500000,1
51722,2500000,1
51723,415000,0
51729,2855333,1
51731,2855333,1
51753,420000,0
51754,460000,0
51758,3670000,1
51764,3990000,1
51766,6070000,1
51768,2230000,1
51769,2230000,1
51771,3995995,1
51772,3995995,1
51775,5382925,1
51776,4286629,1
51777,4566325,1
51778,5566660,1
51779,5974960,1
51781,5200000,1
51782,3210000,1
51783,5200000,1
51784,3420000,1
51785,4000000,1
51793,8700000,1
51796,4750000,1
51798,4150000,1
51799,2240150,1
51800,2646593,1
51801,1995000,1
51803,2350000,1
51809,147500,0
51810,3100000,1
51811,5460000,1
51812,2475000,1
51813,3150000,1
51814,3550000,1
51816,1620000,1
51817,1925000,1
51818,1685000,1
51821,3450000,1
51822,5200000,1
51823,2002022,1
51825,3495000,1
51827,2550000,1
51828,1925000,1
51829,4000000,1
51830,2495000,1
51835,4075000,1
51836,8500000,1
51842,3500000,1
51845,6350000,1
51846,6350000,1
51847,6350000,1
51853,4250000,1
51854,6725000,1
51855,4441000,1
51856,4125000,1
51857,6725000,1
51858,2545625,1
51861,8700000,1
51862,4000000,1
51866,70000,0
51867,3175000,1
51868,3100000,1
51873,2225000,1
51874,6725000,1
51875,4250000,1
51876,4441000,1
51877,2375000,1
51880,6725000,1
51881,2305500,1
51882,6725000,1
51892,2395000,1
51895,1750000,1
51899,1695000,1
51900,1725000,1
51903,430000,0
51909,415000,0
51914,1795000,1
51915,2400000,1
51917,1675000,1
51918,410000,0
51923,3850000,1
51944,4350000,1
51945,4350000,1
51946,2650000,1
51948,2600000,1
51949,2200000,1
51968,8700000,1
51971,7625000,1
51972,6332219,1
51973,8150000,1
51975,5000000,1
51976,3995000,1
51980,6000000,1
51984,2500000,1
51987,7300000,1
51988,4700000,1
51990,4950000,1
51994,4250000,1
51998,3800000,1
52001,6500000,1
52002,1800000,1
52003,4480000,1
52005,5025000,1
52015,2400000,1
52016,2400000,1
52017,2400000,1
52018,2250000,1
52028,1895000,1
52029,1676000,1
52039,412000,0
52042,2725000,1
52046,152613,0
52060,1650000,1
52063,3750000,1
52069,450000,0
52070,410000,0
52073,7200000,1
52074,1805000,1
52075,1805000,1
52076,1700000,1
52077,3700000,1
52078,2750000,1
52085,1865000,1
52088,1785000,1
52089,3295000,1
52090,3750000,1
52091,1600000,1
52094,1815000,1
52096,4600000,1
52097,1800000,1
52098,3000000,1
52099,2200000,1
52101,4000000,1
52103,3400000,1
52105,3150000,1
52113,2370000,1
52118,2800000,1
52119,4280000,1
52120,1998125,1
52124,300000,0
52126,1823000,1
52128,3995000,1
52129,4200000,1
52130,300000,0
52131,5697500,1
52134,8800000,1
52135,439000,0
52140,1650000,1
52141,1775000,1
52142,1750000,1
52143,2100000,1
52145,3650000,1
52148,1950000,1
52149,1700000,1
52150,1800000,1
52152,5875000,1
52155,2300000,1
52156,2245000,1
52157,2085000,1
52158,2275000,1
52160,1625000,1
52161,2300000,1
52162,6500000,1
52164,1625000,1
52168,6500000,1
52172,1615000,1
52173,2725000,1
52174,1649000,1
52175,1630000,1
52176,3100000,1
52177,3495000,1
52178,5787000,1
52181,3934650,1
52182,5245000,1
52183,2520000,1
52186,5540000,1
52187,2500000,1
52188,6600000,1
52189,3300000,1
52191,3333000,1
52192,225000,0
52193,237500,0
52196,3850000,1
52197,1750000,1
52199,425000,0
52200,440000,0
52201,390000,0
52202,440000,0
52204,367500,0
52219,2425000,1
52221,2050000,1
52222,1825000,1
52223,4275000,1
52226,2100000,1
52231,6000000,1
52234,4700000,1
52238,2650000,1
52240,2100000,1
52241,1800000,1
52247,2250000,1
52251,4825000,1
52252,6425000,1
52253,4578750,1
52254,5700000,1
52256,4100000,1
52261,8450000,1
52262,5950000,1
52263,5350000,1
52265,8375000,1
52266,8375000,1
52268,1845000,1
52270,3750000,1
52272,3020000,1
52281,1715286,1
52284,425000,0
52285,420000,0
52289,425000,0
52290,334000,0
52294,385000,0
52295,1575000,1
52312,1687500,1
52314,279749,0
52315,300000,0
52318,300000,0
52319,425000,0
52322,1620000,1
52324,360000,0
52325,355000,0
52326,370000,0
52327,375000,0
52328,350000,0
52329,335000,0
52330,349000,0
52331,350000,0
52333,395000,0
52335,336520,0
52337,2047500,1
52340,1755000,1
52342,377815,0
52347,1720000,1
52348,4100000,1
52354,355000,0
52355,400000,0
52358,255600,0
52381,445000,0
52384,400000,0
52385,3400000,1
52386,2050000,1
52389,1775000,1
52391,2341500,1
52393,1900000,1
52394,3190000,1
52395,2588901,1
52396,2925000,1
52398,450000,0
52399,395000,0
52402,453000,0
52403,1595000,1
52415,2057500,1
52421,1700000,1
52425,2075000,1
52433,1869000,1
52439,1575000,1
52441,1635000,1
52442,390000,0
52450,2475000,1
52451,3250000,1
52454,1675000,1
52455,2450000,1
52456,1625000,1
52457,2850000,1
52458,435000,0
52459,2675000,1
52466,415000,0
52467,430000,0
52478,4750000,1
52482,2300000,1
52510,1575000,1
52527,2150000,1
52528,1595000,1
52530,352500,0
52531,400000,0
52532,398000,0
52533,400000,0
52534,308000,0
52535,1795000,1
52550,2500000,1
52551,2405000,1
52562,1575000,1
52564,1800000,1
52565,2637500,1
52571,2300000,1
52572,1925000,1
52575,1995000,1
52577,1965000,1
52578,355000,0
52579,1795000,1
52586,1695000,1
52589,2500000,1
52595,2600000,1
52597,1720000,1
52601,2050000,1
52602,430000,0
52605,360000,0
52606,2225000,1
52608,2700000,1
52609,4460000,1
52610,3400000,1
52611,3400000,1
52613,350000,0
52616,3300000,1
52622,2675000,1
52623,2450000,1
52625,2750000,1
52626,3450000,1
52628,2500000,1
52629,2500000,1
52630,3325000,1
52631,2700000,1
52632,2375000,1
52633,2400000,1
52634,2900000,1
52635,1755000,1
52636,1650000,1
52637,5995000,1
52644,2225000,1
52645,1587725,1
52646,2155000,1
52647,2072500,1
52648,1795000,1
52649,425000,0
52651,3162000,1
52653,1999999,1
52668,5953750,1
52669,3635916,1
52670,2850500,1
